text,isConcert
альбом anacondaz выходи за меня увидел свет  февраля  года и  дней удерживал первую строчку общего чарта itunes концерты в поддержку нового релиза прошли более чем в  городах россии столичная презентация пластинки состоялась в апреле в клубе stadium и собрала рекордную для группы аудиторию  более  человек   а уже  ноября в московском главclub green concert виа anacondaz выступят с большим сольным концертом по заявкам поклонников    приобретайте билеты заранее httpsvkccbiq,0
мама я на радио,0
группа тплые дни  специальные гости концерта anacondaz в главклубе  не пропустите их открывающий сет в этот четверг  ноября  httpsanacondazruanacondazinmoscowhall,1
сегодня в  гостим у бориса болелова и виджея чака на москва fm  слушайте программу улица правды на частоте  fm   онлайнтрансляция httpwwwmosfmcom,1
ближайшие концерты   ноября  москва  главclub  билеты vkcchaer  декабря  белгород  soda  билеты vkccikw  pauzernкарнавал   декабря  серпухов  korston  билеты vkccogjbq  января  санктпетербург  aurora  билеты vkccikuz,1
не прозевай наш концерт дорогой мурманск  клуб soda вход с  начало в  билеты httpsanacondazruanacondazinmurmanskhall  расписание тура выходизаменя httpsanacondazru  мурманск murmansk заполярье,1
релиз альбома без паники состоялся начале  года третья полноформатная пластинка anacondaz была тепло встречена как аудиторией так и критикой отмечалось чувство юмора небанальность а также фирменный синтез раздолбайства и высказываний о главном  песни альбома без паники за которые было отдано наибольшее количество ваших голосов уже  ноября прозвучат концерте виа anacondaz в столичном главclub green concert   билеты online httpsvkccbiq  заказ по телефону   ,0
в честь черной пятницы интернетмагазин группы anacondaz объявляет скидку  на все товары   httpsanacondazrutourproducts  срок действия акции с   до   самое время смотреть прицениваться  чернаяпятница blackfriday,0
anacondaz feat animal джаz  двое official music video   погуляли по солнечному питеру навестили друзей сняли видос     anacondaz москва главclub показать полностью,0
как дела за полярным кругом  узнаем уже в эту субботу   ноября  мурманск  soda  билеты httpsanacondazruanacondazinmurmanskhall  мурманск murmansk заполярье,1
anacondaz  pauzernкарнавал  декабря серпухов korston club   серость дней достала забав мало группа anacondaz знает как развеять скуку и согреться в промозглый зимний вечер вот уже третий год подряд астраханские рейнджеры закатывают оголтелый pauzernкарнавал показать полностью,0
до грандиозного концерта по вашим заявкам который пройдет в московском главклубе осталось какихто  дней  билеты тают на глазах так что советуем не мешкать httpsanacondazruanacondazinmoscowhall,1
трек двое вышел в составе трибьютальбома шаг вдох  песен animal джаz в переосмыслении шестнадцати разных групп и исполнителей    itunes httpsvkccmrfr   google play httpsvkccmltd   яндексмузыка httpsvkccmrhdm,0
архангельск готов  встречаемся сегодня в клубе m в  билеты httpnorthernsoundrueventsanacondazm  расписание тура выходизаменя httpsanacondazru  архангельск arkhangelsk,1
корпорация pmi представляет anacondaz  pauzernкарнавал   января  г  aurora concert hall первые  билетов по  руб vkccmqkzy фирменные билеты на anacondazru  показать полностью,1
внимание солнечный питер  только что они отыграли сольный концерт в а green concert а уже завтра споют вместе с animal джаz встречайте anacondaz  специальные гости нашего концерта посвященного летию альбома шаг вдох  наш животный джазбэнд и званые гости в родном петербурге  осталось меньше суток последние билеты ещ ждут вас здесь muzbiletruevent  фото дарья потапенкова,1
ну здравствуй солнечный питер будем сегодня развлекать друг друга в a green concert  вход открыт с  билеты пока еще доступны на  httpnorthernsoundrueventsanacondaza  расписание тура выходизаменя httpsanacondazru  санктпетербург питер спб,1
друзья к сожалению вынуждены сообщить что концерт anacondaz  ноября в пскове отменяется по причинам не зависящим ни от артистов ни от организаторов   порядок возврата денег за билеты будет озвучен завтра,1
питер уже в четверг   ноября хулиганская банда anacondaz вернтся в северную столицу с мощнейшим концертом в a green сoncert прозвучат все хиты с недавно вышедшего альбома выходи за меня и лучшие боевики с прошлых релизов куражить подано господа   в предпродаже билеты всегда дешевле чем в день концерта поэтому лучше брать их заранее  а на сайте организатора тикеты ещ и без наценки  vkcclkdai,1
 ноября  великий день друзья  ведь он подарил миру илью погребняка гитариста группы anacondaz и выдающегося паузернкомпозитора современности  поздравляем нашего бешеного пса в многочисленных комментариях,1
арт бу евгений горб,0
южная часть нашего тура завершается сегодня в краснодаре  будем рады вас встретить в sgt peppers bar в  концерт откроет мой спутник  расписание тура выходизаменя httpsanacondazru  краснодар krasnodar sgtpeppersbar,1
в мае  года вышел второй студийный альбом группы anacondaz под названием дети и радуга в  году после подписания контракта с лейблом invisible management было выпущено переиздание этой пластинки  самые яркие хиты альбома дети и радуга отобранные народным голосованием прозвучат  ноября на концерте в главclub green concert    билеты online httpsvkccbiq  заказ по телефону   ,0
ростовнадону развлекается сегодня в баре бухарест  вход открыт с  специальный гость концерта мой спутник билеты httpsgooglhnzscg   расписание тура выходизаменя httpsanacondazru  ростовнадону rostovnadonu рнд,1
расписание и билеты на концерты anacondazru,1
anacondaz в астрахани большой концерт на малой родине  всех землячков ждем сегодня в клубе даир двери откроются в  концерт откроет мой спутник  билеты httpsanacondazruanacondazinastrakhanhall  расписание тура выходизаменя httpsanacondazru астрахань astrakhan daupclub,1
рады сообщить что завтра на концерте в клубе даир одну сцену с группой anacondaz разделит мой спутник песни группы мой спутник растопят даже самые заледенелые сердца наполнят их любовью и светом   напоминаем что сегодня у вас есть последняя возможность приобрести билеты по  руб завтра билеты на входе по  руб на сайте httpsanacondazruanacondazinastrakhanhall или в культовом баре до   ул фиолетова  показать полностью,1
спасибо солнечный питер что примешь нас в клубе a green concert уже на следующей неделе  билеты попрежнему в наличии  httpsanacondazruanacondazinspbhall  санктпетербург питер спб,1
большой концерт в родной астрахани  уже в этот четверг   ноября клуб даир  земляк приходи а  билеты httpsanacondazruanacondazinastrakhanhall  астрахань astrakhan daupclub,1
 anacondaz  концерт по заявкам   ноября  москва главclub green concert  билеты без наценки httpsvkccbiq,1
альбом выходи за меня вышел на виниле ограниченным тиражом  каждый экземпляр пластинки имеет уникальный порядковый номер  httpsanacondazruvinilhall,0
anacondaz  поезда live  вечерний ургант   ноября  санктпетербург a   ноября  москва главclub   расписание концертов и билеты httpsanacondazru  заказать пластинку как в руках у ивана можно здесь  httpsanacondazruvinilhall тираж ограничен,1
 декабря телеканал музыка первого устраивает в олимпийском новогоднее шоу snowпати с участием anacondaz  оно главное и белое  по крайней мере так гласит последний прессрелиз  билеты уже в продаже  httpwwwsnowpartyrutickets  музыкапервого snowпати,0
вечерний ургант первый канал прямо сейчас   в гостях музыкант певец и композитор император твиттера  дмитрий маликов музыкальный гость  anacondaz также в программе долгожданная рубрика встреча с интересным человеком   смотреть онлайн tvrulive,0
лсп  холостяк карандаш prod   dir alina pasok rec and mix alex davia  boom httpsvkccaqmpq apple music httpsapplecongdnl смотреть видео httpsyoutuberwznwdrvv,0
львов мы уже в городе концерт состоится  клуб malevich сегодня билеты на входе,1
 миллиона просмотров на сольной версии клипа холостяк на youtube спасибо за лояльность друзья   песня в apple music httpsapplecortmqr,0
пошлая молли  очень страшная молли  часть  слушать  скачать httpslnktostrashnayamollypt  музыка текст кирилл бледный сведение константин пыжов мастеринг олег белый шевченко обложка никита квасников  модель татьяна чудновская ближайшие концерты pmbiletcom,0
квартиры от  млн руб  мин от м савловская французские балконы панорамные окна подъезды на уровне земли  без ступеней и пандусов рядом останкинский и екатерининский парки оставьте заявку и узнайте больше,0
такое веселье было го сентября на концерте лсп в казани   список грядущих выступлений группы лсп   ноября  львов malevich билеты httpsvkccrqidq  ноября  киев stereo plaza билеты httpsvkccrqifa показать полностью,1
сон пионера как баный ягерь сладкий и крепкий он первым встат и показать полностью,0
 миллионов просмотров на клипе холостяк спасибо друзья   apple music httpsapplecorunsl boom httpsvkccuvzro,0
хороший кавер от белорусских блогеров  холостяк в apple music httpsapplecoxialpt,0
наш следующий концерт состоится го ноября во львове   билетов с каждым днем все меньше последние здесь httpsoticketcombuy,1
сегодня день рождения у наших концертного директора миши и саксофониста лео поздравляем друзья долгих вам лет вдохновения,0
поддерживай трек холостяк в чарте от love radio httpwwwloveradiorubiglovepollhtm   итоги  каждое воскресенье в  только в эфире love radio,0
apple music httpsapplecorunsl boom httpsvkccuvzro youtube music httpsbitlyppu яндексмузыка httpsvkccupvo deezer httpsvkcchnczy,0
специальное предложение для музыкантов  до    публикация вашей песни в популярных сообществах вконтакте на аудиторию  млн человек   рублей   жми чтобы получить персональное предложение по продвижению httpsvkcomapps,0
экспериментальноетворчество fanart,0
челябинск спасибо  пока мы отдыхаем а уже го ноября ждем всех львовян на нашем следующем выступлении в клубе malevich,1
sold out все билеты на концерт лсп в кургане проданы на входе билеты продаваться не будут   до встречи на концерте   ps это уже наш девятый аншлаг в этом туре спасибо за лояльность друзья мы любим вас ,1
тюмень спасибо  уже завтра мы направляемся в курган клуб академия последние билеты в продаже,1
тюмень  sold out спасибо  клуб байконур ждем каждого ,1
омск спасибо   тюмень ждем вас завтра в клубе байконур в продаже последние билеты,1
уже  миллиона просмотров на картинке с песней холостяк на нашем youtubeканале спасибо друзья   купить песню в apple music httpsapplecoxialpt купить песню в boom httpsvkccuvzro купить песню в яндексмузыке httpsvkccupvo,0
подборочка звездных дримарт портретов от нашей студии сейчас на такой стиль акция готовый портрет в размере х см стоит всего  рублей присылайте фотографии сделаем из них красоту  оплата при получении идеальное качество только натуральные материалы доставка до дверей  чтобы заказать  пишите vkmeholstagram или оставляйте заявку на нашем сайте wwwholstagramru,0
смотри наш с fedukом и егором кридом клип холостяк в ротации телеканала mtv россия  песня в apple music httpsapplecoxialpt,0
наш youtubeканал достиг отметки в   фолловеров подписывайся чтобы первым смотреть все премьеры лсп httpsgooglpzslx,0
сибирский тур лсп продолжается сегодня мы в омске клуб ангар   немного билетов все еще есть на входе,1
барнаул спасибо за четвертый солдаут подряд  хорошего концерта,1
томск спасибо это любовь    барнаул встречайте завтра последние билеты в продаже,1
sold out все билеты на концерт лсп в томске проданы на входе билеты продаваться не будут двери откроем в   до встречи на концерте ,1
sold out все билеты на концерт лсп в кемерово проданы на входе билеты продаваться не будут   до встречи на концерте ,1
чтобы стать программистом недостаточно прочитать книжку или просмотреть несколько вебинаров практика  вот ключ к успеху   получи  часов опыта программирования на javarush заходи прямо сейчас,0
билеты на танцпол закончились последние  vip билетов в продаже только тут hellandbackru,1
 миллионов просмотров на клипе холостяк   песня в apple music httpsapplecoxialpt песня в boom httpsvkccuvzro,0
красноярск  sold out спасибо  билетов больше нет на входе они тоже продаваться не будут хорошего концерта,1
иркутск спасибо   уже завтра мы играем в красноярске клуб circus последние билеты по ссылке httpsvkccirry,1
продолжение нашего турового дневничка   а уже сегодня мы выступаем в иркутске ждем каждого,1
уже завтра мы выступаем в иркутске дс труд   последние билеты на входе,1
 живете на селигерской  все интересные места вашего района,0
 миллионов просмотров   песня в apple music httpsapplecoxialpt,0
 миллиона просмотров всем спасибо  песня в boom httpsvkccaqmpq песня в apple music httpsapplecongdnl,0
лсп  за бортом live  оставшиеся концерты тура hell and back  октября  иркутск дс труд билеты httpsvkccrqbwt  октября  красноярск circus билеты httpsvkccirry показать полностью,1
 миллионов спасибо каждому,0
 миллионов просмотров на совместной версии холостяка,0
а как вам такой самодельный мерч  прислал олег учуев,0
птр клюев  мона лиза теперь на цифровых площадках  sound prod malk  rec  mix everestmedia  cover антон чижнок  песня в apple music httpsvkccafirm  песня в google play httpsvkccafjfs  клип на youtube httpsvkccafkef,0
и это только начало,0
   просмотров на сольной версии клипа холостяк спасибо за поддержку друзья  песня в boom httpsvkccaqmpq песня в apple music httpsapplecongdnl,0
онлайн  школа каллиграфии  imagination  основы каллиграфии для начинающих обучим с нуля за  месяцаинтересные задания проверка работ наши преподаватели готовы делиться опытом  условия участия программа и прочие подробности httpsvkcomapps,0
благодаря чудесам которые творит youtube россия нам удалось заменить в видео звуковую дорожку теперь в клипе звучит не демка трека а финальная версия пересмотреть можно здесь httpsyoutuberwznwdrvv  песня в boom httpsvkccaqmpq песня в apple music httpsapplecongdnl,0
птр клюев  мона лиза   sound prod malk music птр клюев text дарья белькевич птр клюев   смотреть клип httpswwwyoutubecomwatchvworknkvs,0
 миллионов просмотров   песня в apple music httpsapplecoxialpt,0
 миллион просмотров на сольной версии клипа холостяк всем спасибо  boom httpsvkccaqmpq apple music httpsapplecongdnl,0
лсп  холостяк уже доступен по ссылкам  boom httpsvkccaqmpq apple music httpsapplecongdnl,0
как вам клип,0
давайте познакомимся мы  bbr factory  шьм обувь с  года и очень любим это дело ставшее семейным   до го мы делали обувь оптом поставляли е в розничные магазины на крупные производства рабочую обувь в х даже делали для армии пока в один прекрасный момент не родилась идея создания bbr показать полностью,0
 миллионов просмотров спасибо,0
уже  миллиона просмотров на клипе холостяк всем спасибо друзья ,0
ижевск sold out всем спасибо и до встречи на выступлении  больше билетов нет и не будет покупка билета с рук не гарантирует вам попадание на концерт,1
 миллиона просмотров  песня в apple music httpsapplecoxialpt,0
 миллиона просмотров на клипе холостяк спасибо   песня в apple music httpsapplecoxialpt,0
tourlife,1
sold out все билеты на концерт лсп в перми проданы  на входе билеты продаваться не будут   покупка билетов с рук не гарантирует что вы попадете на концерт,1
дотянули до последнего родные промокод veche  ваша скидка  ,0
миллион просмотров на клипе меньше чем за сутки  холостяк в apple music httpsapplecoxialpt,0
лсп feduk егор крид  холостяк карандаш prod  dir alina pasok  rec and mix alex davia  холостяк в apple music httpsapplecoxialpt холостяк в boom httpsvkccuvzro холостяк в яндексмузыке httpsvkccupvo смотреть клип httpsyoutubetyfnuhddq,0
тем временем клип бэйби набрал    просмотров спасибо  осенний тур httpshellandbackru  приглашаем вас на наши стадионные концерты  марта  минск минскарена билеты httpsvkccuuadt   апреля  москва втб арена парк билеты httpsvkccuubeb   мая  санктпетербург ск юбилейный билеты httpsvkccuucv,0
у нас снова была вписка что из этого вышло  смотрите по ссылке httpsyoutubekncmpwornck,0
sold out все билеты в саранске проданы всем спасибо и до встречи на концерте,1
концерт уже завтра последние  билетов hellandbackru,1
наш холостяк на вечернем урганте набрал уже  миллиона просмотров спасибо,0
 сентября лсп в саратове gatsby   фото владимир келлинс,1
 сентября лсп в волгограде vs club  фото максим арчаков,1
  уже завтра мы впервые играем в ульяновске клуб пятое солнце приходите поддержать,1
уже даже песня холостяк на нашем youtubeканале перешагнула отметку в  миллион просмотров ждете клип,0
казань сегодня вас было очень много один из лучших наших концертов вообще спасибо  уже го октября летим в ульяновск ждем вместе,1
на днях мы запустили свой первый официальный сайт  httpslspofficialru там можно найти всю актуальную информацию о группе лсп а также приобрести нашу одежду присоединяйся,0
сегодня свой ий день рождения справляет наш менеджер никита береснев поздравляем друг,0
это волгоград   сегодня поджигаем саратов в gatsby  ждм вас  фото максим арчаков,1
    столько раз уже посмотрели нашего холостяка на урганте  холостяк в itunes httpsapplecoxialpt холостяк в google play httpsvkccvktrk холостяк в boom httpsvkccuvzro холостяк в яндексмузыке httpsvkccupvo  осенний тур httpshellandbackru,0
это краснодар   мы продолжаем наш масштабный hell and back тур и собираемся в волгоград го ждем всех в vs club,1
сегодня рвем краснодар   видео от егора князя,1
сегодня в ростове   уже завтра мы в краснодаре рвм arena hall ждем каждого,1
спасибо воронеж   уже сегодня  ростовнадону клуб arena don ждем каждого,1
друзья представляем вам наш новый сайт httpslspofficialru  там же можно заказать любой мерч из piggy shop налетай,0
друзья мы не стоим на месте и стараемся делать наш магазин удобнее и лучше   мы запустили свой официальный сайт  httpslspofficialru  показать полностью,0
наше выступление на урганте посмотрели  миллиона раз спасибо за поддержку  холостяк в itunes httpsapplecoxialpt холостяк в google play httpsvkccvktrk холостяк в boom httpsvkccuvzro холостяк в яндексмузыке httpsvkccupvo  осенний тур httpshellandbackru,0
как вам наша песня  холостяк в itunes httpsapplecoxialpt холостяк в boom httpsvkccuvzro холостяк в яндексмузыке httpsvkccupvo,0
ребята важные новости  сентября колян и вася участвуют в благотворительной ярмарке в пользу фонда образ жизни пацаны будут продавать вещи героев и друзей вписки вырученный кэш потратим на покупку медицинского оборудования для детейсирот с тяжелыми формами инвалидности   итак что мы вам приготовили наш друг олег лсп вытащил из своего гардероба сразу  вещей показать полностью,0
наше выступление на вечернем урганте уже перешагнуло отметку в миллион просмотров спасибо за поддержку друзья  холостяк в itunes httpsapplecoxialpt холостяк в boom httpsvkccuvzro холостяк в яндексмузыке httpsvkccupvo,0
концерт группировки ленинград в калининграде   каждый концерт группировки  это событие и шоу сделанное на максимуме возможностей не упустите шанс стать его частью билеты уже в продаже,1
холостяк поднялся на вторую строчку российского itunes  купить песню в itunes можно по ссылке httpsapplecoxialpt,0
холостяк в itunes httpsapplecoxialpt,1
вечерний ургант лсп feduk егор крид  холостяк,0
лсп feduk егор крид  холостяк карандаш prod  rec and mix alex davia cover alina pasok   осенний тур httpshellandbackru  марта  минск минскарена билеты httpsvkccuuadt   апреля  москва втб арена парк билеты httpsvkccuubeb   мая  санктпетербург ск юбилейный билеты httpsvkccuucv,0
сегодня в эфире  выпуск музыкальные гости понедельника  лсп feduk и егор крид с эксклюзивной премьерой совместного трека   вечерний ургант первый канал   смотреть онлайн tvrulive  музыкаvecherniyurgant  лсп feduk егоркрид,0
вк временно заблокировал встречи посвященные нашим концертам в некоторых городах поэтому до разблокировки о всех новостях связанных с выступлениями лсп можно узнавать отсюда   сентября  волгоград vs club   сентября  саратов gatsby    сентября  казань корстон   октября  ульяновск пятое солнце   октября  саранск horovod,1
какие планы на вечер,1
специально для тебя мы приготовили вкуснейший подарок  бесплатная пепперони при первом заказе   напиши нам в личку по ссылке vkmedodomsk секретный код додотверской и мы отправим тебе персональный промокод для заказа,0
сегодня  лет нашему дебютному миниальбому видеть цветные сны,0
грязь  сундук мертвеца  boom httpsvkccthtpj  презентация альбома  октября  петербург |  октября  москва,0
федя раскрыл карты в эфире love radio скоро совместный трек лсп с fedukом и егором кридом   httpstheflowrunewsfeduklspkreedconfirmed,0
внимание  вечером во вторник  сентября пройдут съмки музыкального номера с группой лсп и специально приглашенными музыкантами это будут отдельные вечерние съмки приходите   записывайтесь по почте welcomeurgantshowgmailcom   обязательно указывайте в теме письма лсп это абсолютно бесплатно    faq как быстро и правильно записаться на съемки vkccvgbz,0
обновленный гастрольный график   сентября  тула hardsignshow билеты httpsvkccrqmh  сентября  воронеж station mir билеты httpsvkccrqtrq  сентября  ростовнадону arena don билеты httpsvkccrqurd показать полностью,1
до выступления лсп в ульяновске остался ровно месяц  торопись за билетами пока они еще есть httpsvkcciqvwj,1
ровно месяц до концерта лсп в казани  билеты httpsvkcciqpue,1
самара ровно через месяц мы у вас  рекомендуем позаботиться о билетах заранее потому что вс движется к солдауту приобрести их можно здесь httpsvkcciyadp,1
всего месяц остался до концерта лсп в саратове  билеты вс еще можно приобрести здесь httpsvkcciqkga,1
до концерта лсп в волгограде остался ровно месяц   торопись за билетами пока они еще есть httpsvkcciqjnj,1
йоу сейчас будет офигенный спойлер вписка всей бандой отправляется снимать спешл про новый состав лсп и что самое главное мы возродим рубрику звонок фанату хотите стать е участником тогда оставляйте свои вопросы для лсп под постом автору самого горячего острого и оригинального вопроса пацаны позвонят лично а мы этот момент вставим в выпуск удачи,0
   просмотров на клипе монетка,0
как интернет отреагировал на блокировку клипа монетка httpstheflowrunewskakinternetreagiruetnaza,0
youtube по требованию роскомнадзора заблокировал клип лсп  монетка на территории российской федерации причина та же что и прежде данная информация содержит информацию о способах совершения самоубийства призывы к совершению самоубийства  напоминаем что в мае этого года роспотребнадзор с такой же формулировкой изъял трек номера из вконтакте,0
изза запрета в новгородском лагере песен группы лсп клип монетка показали на телеканале россия   лучший пиар как всегда пришел из ниоткуда спасибо лагерь олимпиец  фото взято из фанпаблика лсп  lsp  official fan page,0
из смешного детский лагерь в новгородской области запрещает проигрывать песни лсп на своей дискотеке,0
в детском лагере в новгородской области воспитатели ввели черный список исполнителей которых нельзя ставить на дискотеке   настоящий вклад в развитие культуры россии спасибо,1
тула  сентября группа лсп выступит у вас на hardsign show  билеты httpsvkcckabl,1
noize mc исполнил песню лсп номера на фестивале рок за бобров,1
 лсп x live band  rhymes show episode    support of the artist den hawk антон докучаев александр минец anton kulpinov птр клюев миша mod никита береснев  place street art museum  date   photo by nana here,0
фотоотчет с минского рока за бобров   dosugby,0
спасибо минск спасибо рок за бобров  а уже сегодня мы играем в санктпетербурге на rhymes show билеты  на входе,1
украно    августа лсп выступит на фестивале захд под львовом билеты zaxidfestcom,1
 не так часто домашний матч сборной россии можно увидеть своими глазами но теперь такой шанс есть   россия  чехия  декабря билеты от  httpbitlyzokext,0
 августа лсп выступит в минске на рок за бобров аэродром боровая мы на сцене в  успей забронировать себе место на rockbobrovby,1
год,0
минчане ищем людей для участия в массовке в съемках при участии олега лсп возраст  ограничение строгое так как мероприятие предполагается ночное фото и контактные данные присылайте в директ инстаграма instagramcomwhynotfound и пожалуйста чтоб всем было комфортнее отправив  не беспокойтесь лишний раз если вас выберут то ответят обязательно ,0
друзья вы просто сумасшедшие благодаря вам мы понимаем что вс это не зря спасибо ,0
это очень круто даже не думали что вас так много   кидайте еще свои татуировки с тематикой песен лсп и тд в комменты к этому посту мы вс опубликуем,0
еще одна татуировка лсп спасибо instagramcomtema,0
екатеринбург спасибо,1
программист   специально для тебя мы сделали не сумку мы сделали систему храненияобраз жизни где вс находится на своих местах  это continent    сколько раз вы были на важной встрече и забывали визитку вроде это мелочь но наша жизнь из мелочей и состоит  показать полностью,0
одналюбовь  ph stage,0
 месяца до концерта лсп в саратове  билетов всем может не хватить купить их можно на сайте httphellandbackru,1
одесса нам так понравилось что мы решили вернуться   августа  лсп в одессе bono beach club  самые дешевые билеты уже в продаже налетай httpsoticketcomlspvodesse,1
до концерта лсп в волгограде осталось ровно  месяца  торопись за билетом httphellandbackru,1
ph stage,0
как вам видео друзья в каком городе ждете концерт,1
мы выходим в открытую продажу билетов на апрельский концерт лсп в московской втб арене билеты теперь можно приобрести в приложении httpsvkcomapp   на видео  наш большой весенний концерт в минске приятного просмотра   режиссер егор князь  съемка notakitchen,1
   просмотров,0
лентач у нас есть целых  билетов по два на каждый город на большой осенний тур лсп и мы готовы отдать их сорока шести подписчикам которые поделятся этим постом  победители будут выбраны случайным образом  августа   подробности о туре httpsvkccihbv,1
 года альбому magic city,0
спасибо киев спасибо atlas weekend  ждем всех  ноября в stereo plaza на нашем большом сольном концерте билеты httpsvkcchndwi,1
олег лсп главные баскетбольные аналитики снг и худший драфт в истории nba,0
олег и птр клюев с анной седоковой,0
сегодня день рождения празднует наш барабанщик саша минец поздравляем брат долгих лет жизни,0
squad,0
клип потерян и не найден достиг отметки в  просмотров  москва увидимся сегодня в парке горького на nike box  наши ближайшие летние выступления  июля  одесса   июля  екатеринбург вилы   августа  мариуполь mrpl city festival   августа  минск рок за бобров   августа  санктпетербург rhymes show   августа  москва rhymes show  приглашаем вас на концерты осеннего тура  сентября  воронеж   сентября  ростовнадону   сентября  краснодар   сентября  волгоград   сентября  саратов   сентября  самара   сентября  казань   октября  ульяновск   октября  саранск   октября  чебоксары   октября  киров   октября  пермь   октября  ижевск   октября  уфа   октября  иркутск   октября  красноярск   октября  кемерово   октября  томск   ноября  барнаул   ноября  омск   ноября  тюмень   ноября  курган   ноября  челябинск   ноября  киев,0
уже завтра группа лсп снова пожалует в морскую столицу украины    июля  лсп в одессе bono beach club   билеты httpsoticketcomlsp,1
 бесплатных билетов на nike box разлетелось меньше чем за сутки всем спасибо любовь   ждем завтра всех своих слушателей в московском парке горького зажжем вместе,1
 июля лсп выступит в москве на nike box успей забронировать себе место gonikemelsp,1
с днем рождения,0
освещает полуночный  месяц башню на границе  строчит карликпулемтчик  из малюсенькой бойницы   показать полностью,0
"Booking Machine представляет:Тур Loqiemean — «Зомби Надо Хоронить» Part 1 Локи представит «Сожги Этот Альбом» в столицах России и Украины, после чего отправится в тур по городам, в которых он еще никогда не выступал. Этой весной хороним неживое для живого всем лайв бэндом. Презентация альбома: Питер — 23 марта • Москва — 29 марта • Киев — 5 апреля Тур: Калининград — 31 марта • Смоленск — 7 апреля • Брянск — 9 апреля • Калуга — 10 апреля • Тула — 12 апреля • Рязань — 13 апреля • Пенза — 14 апреля • Саранск — 16 апреля • Нижний Новгород — 17 апреля • Иваново — 19 апреля • Владимир — 20 апреля • Ярославль — 21 апреля Билеты в продаже на loqiemeantour.com",1
Открываем ночь! Не пропусти наш выход,1
"Друзья, с нескрываемой радостью сообщаем, что мы будем открывать главное музыкальное событие года! Будет космически круто, а учитывая что мы с вами давно не виделись - вдвойне! Успевайте к 17:00! До встречи на OPEN SPACE 2108!",1
Екатеринбург | part III,1
"Мегаспорт, Москва.",1
Екатеринбург | part I,1
Gruppa Skryptonite - Глупые и Ненужные\n\nЗагрузить в iTunes: https://apple.co/2OgJjxG\nПослушать в Apple Music: https://apple.co/2OUMJHF,0
"Ты никогда не будешь на все 100% готовым, и никогда не будет подходящего времени, но в этом вся суть. Каждый момент является подходящим. Если ты хочешь что-либо сделать, тебе придётся осуществить свой план.",0
"Я падала птицей раненной на прибой,\nНо ведь дело не в крыльях, верно?\nИ не в страхе пред высотой,\nЯ тобой увлеклась безмерно,\nНарушив перламутровый покой.",0
Какая версия вам нравится больше,0
Разбираем фотографии с автограф-сессии в [club16647180|adidas Originals]!\n\nДо встречи в Мегаспорте сегодня вечером!,1
Архангельск. Клуб М33,1
Санкт-Петербург. A2 Green Concert,1
 Ростов-на-Дону. Arena Don,1
Краснодар. Arena Hall,1
"Ранен"". Съёмки клипа. Фото: Александра Королёва.\n\nСмотреть здесь:",0
"Вспоминаем, как ВСПОМИНАЛИ ВСЁ в Москве: https://vk.com/album-1212665_258442073\n...и готовимся ВСПОМНИТЬ ВСЁ в Санкт-Петербурге.",1
"Вась, проснись, \nздесь реальная жизнь - \nв честь Первомая\nноги переломают.\nТы не Гагарин и Титов,\nты - маргарин для типов,\nчто жарят на сковороде\nтех, кто был наскоро одет.\nПахнет потом и семенем,\nда потерянным временем.\nНа языке вкус железа,\nты знаешь, тут бесполезно\nходить тропками, хрустеть пробками, \nвслух читать Камю (вам не громко ли)?\nДа, я тебя гружу, чтоб забрать маржу,\nа ты лажу свою впаривай моржу!",0
Альбом встречи 24.11.2018 Бар [club160264228|12 кранов - v 2.0] 🤘🤘🤘 Спасибо друзья за поддержку нашего творчества!,0
Первое большое интервью для The Flow:,0
Сегодня типа чёрная пятница) Поэтому наши парнёры из https://vk.com/bomman занимающиеся стикерами - решили устроить распродажу на паки NATRY) Весь викенд стикеры по 100 рублей!,0
"МОСКВА, УЖЕ СЕГОДНЯ!] \nОГРОМНОЕ ШОУ С КУЧЕЙ НОВЫХ ПЕСЕН И СТАРЫХ ХИТОВ! ЖДЁМ ВСЕХ",1
"Народ, есть идея вернуть, ставшую многими любимой, серию футболок ""Всё Будет Плохо"". Но встал вопрос о том, насколько это надо вам)",0
"Пока мы турим, Neuroleptic засветился на радио MAXIMUM",0
"23.11 - Леха Румянцев в Королёве\nhttps://vk.com/ppr2018\n\n24.11 - Леха Румянцев в Обнинске \nhttps://vk.com/rumyancevobninsk\n\nМосквичи, тож приезжайте, тут совсем рядом!",1
"В пятницу [club170821951|30-го мрачный разъёб в Минске, клуб Брюгге,] всем белорусам быть как штык! а пока читаем интервью.",1
Беларусы! МИНСК! Пятница! Брюгге! Всем! Быть,1
Братьев дорогих репостим. Все го на канц.,1
Москва! Соскучились?,1